9876 4000
680320 9381 4127
685870 4843 2474
685239 7959 5415
686084 4070 3502
688699 7660 1441
680774 3625 2757
686728 5688 3332
680581 6215 7211
694162 7148 6962
692438 8780 8624
689664 3577 6006
683404 1070 8857
681004 3553 47
698966 4040 8836
691524 1288 2851
684736 7358 8933
687430 1180 8985
691885 3802 6069
689493 6372 3840
691264 6675 8962
681121 7963 7001
696336 3680 4418
681555 8577 6955
691078 3533 2839
684455 8548 7552
697677 1128 1273
695409 292 1482
696259 5589 3924
683237 9812 5593
697816 8899 5977
698065 5989 2777
685364 8780 6563
693558 1064 7976
698267 7103 5182
698385 536 8572
697503 8618 7586
689453 8656 9219
695222 2130 7381
693550 5339 8901
696628 7333 2984
693986 2739 7718
682669 4727 5987
687890 5080 3069
681181 6341 9553
690778 8944 8722
698016 4291 2007
694376 2597 1284
699180 8731 8087
685324 6260 4590
692497 8070 238
696748 2362 2321
699503 9200 6343
694680 771 7629
699243 8166 8908
694846 124 103
698500 6452 7471
698239 2964 4824
696887 7957 4539
698507 3001 5977
682761 7848 1340
693369 6002 8712
693308 4554 5550
682897 9990 2196
684884 6772 2998
687700 2962 8513
694175 62 4138
687660 4200 280
686528 1714 9382
683636 4104 9644
694552 3862 6546
686719 1471 8663
698921 1333 6297
694722 1543 803
688684 7540 7408
680999 8531 7645
696861 7105 7244
680425 7882 1801
693023 5058 2038
691282 4990 7874
694649 4838 3438
692910 5623 5196
688011 4611 1779
690867 1004 716
696290 3440 2172
699917 5336 9620
695845 9233 4626
697443 2164 1999
695411 210 3939
697173 9112 8437
698604 8985 7446
693415 4854 7936
698855 1326 3067
682225 8284 5999
687089 1305 9393
681570 6387 5812
689253 9088 928
697004 2490 5673
683687 8199 9991
697049 6391 9574
695094 4683 3101
683598 6804 4916
693262 3815 8358
685326 3110 1035
690777 2223 1557
692067 2318 1280
683127 9974 4050
692131 9032 5797
683595 5816 7345
680710 6591 2486
687023 8596 9277
693989 9649 626
698297 1077 5748
685479 4447 3797
698672 547 2339
689365 3894 6193
686085 1638 5309
694970 1296 6159
692104 2493 801
683688 472 5529
680189 5700 6707
689412 840 2931
695517 1595 2069
687094 4683 4673
697283 6766 6051
690199 7171 6775
698967 4628 9058
687761 6782 7681
680103 7753 3071
696415 6182 805
684404 8847 9574
696253 9742 1939
686315 1114 3406
686047 9703 2811
689474 4127 3880
692481 8554 4571
691120 6983 7681
695532 7735 6680
683610 2181 5180
681155 1368 4789
694346 4905 924
697148 6336 3459
686503 5136 9555
696160 718 9222
685087 476 8057
691284 8538 9626
680289 290 6626
698575 4521 6719
694666 969 7544
696775 6928 1388
690579 1546 5719
691140 8056 3100
686628 6494 2690
683942 1081 6481
689193 4740 3944
697260 4306 5723
690993 7337 348
697424 8956 7868
687940 7252 8175
680930 7600 9722
694069 742 5398
698179 3573 6638
687571 9697 4847
694555 387 3913
685618 1297 2897
687119 7914 9824
684758 5968 5475
694432 5644 511
683057 1474 9042
685852 2389 8491
691320 1395 5004
687183 2266 7087
689192 8093 5396
684096 1712 4749
680634 6112 9681
685166 2902 1215
683866 8734 6153
696494 718 6951
692370 402 5953
695637 4725 3375
696832 1176 8528
685711 6068 578
698147 2229 9989
690602 4687 2017
681398 7693 6248
695804 2141 6038
685666 6191 5265
691756 3534 2164
688992 2826 2793
695130 3286 3449
685858 2279 1313
681582 1483 1327
683545 7861 6924
696041 1950 6835
682428 4271 8884
699343 1335 5461
680726 74 2363
691682 1050 8042
694260 2540 2734
699885 7649 9142
699933 8559 1107
685896 2794 7907
696551 3615 9187
681274 7670 3840
697909 1876 3785
680277 9296 2520
693177 9914 6908
689695 1697 359
682850 5332 3697
689700 1327 2764
696586 1357 2386
696150 9666 2910
693436 3166 7211
685289 5629 3164
683287 4050 6175
685729 7623 9479
687095 5460 6398
697273 1163 3370
688096 3802 2449
681454 6111 5711
696411 8477 5828
694955 58 9814
688097 6232 7335
696976 1691 2870
688626 1883 6568
689932 7691 7502
680339 1838 5023
693256 3111 1638
691361 6672 6585
690259 8329 5678
684205 9418 7083
688218 2642 9282
686071 7403 1856
698597 2379 3496
699389 2456 5509
687389 5111 6292
691008 5856 3919
687418 6644 7249
683794 1223 1257
698006 7316 7227
699184 7766 9634
690668 8562 4291
689512 5753 3135
689462 4 2964
683928 5252 2165
698284 7794 5157
697543 1455 7248
696178 3010 9340
693469 1186 5509
698233 6130 2026
681408 2719 4543
683065 4992 7076
680321 8736 9582
696671 7195 7825
687916 2351 9449
684379 6136 4431
699746 4583 771
689249 3636 8116
694854 4890 4009
687275 5378 3291
696582 4377 2633
687469 1790 8459
691563 3811 4017
696398 2186 5088
683119 1378 3444
695937 181 4968
698517 9341 2465
695645 632 7411
681209 2215 5024
687657 352 5089
685528 4056 8299
699386 797 2881
684085 5107 4153
688259 8168 2082
688367 5345 6773
697869 1271 4374
689271 7228 3172
692039 2678 9448
689820 245 9729
686622 2040 1325
699059 4762 1238
693187 6518 2621
697575 516 7199
690028 3580 541
683248 2214 7034
688263 5606 3372
699013 6556 1909
685712 4006 3504
687857 9582 7464
698965 393 8598
697598 9201 1261
691583 3803 1814
691835 8217 1478
683817 9978 6362
690850 7909 6084
696133 3750 8427
692943 2542 9693
691623 3110 6844
694294 2299 6555
688447 9260 9724
699555 3872 8470
695870 3010 9001
680542 2866 6188
696691 1174 9810
683555 8680 2970
692836 1598 4941
693617 3102 9234
686262 5234 2719
688082 9833 686
697529 6223 1181
690539 9696 866
681648 3637 5154
693724 6087 8150
699579 4477 1824
682257 3754 2199
697095 1488 2690
681723 6222 9664
698662 575 3858
683479 3876 7336
696510 4298 5508
685511 9167 9175
693431 8738 298
685095 3903 6311
695228 646 4218
697468 6302 9965
682297 9936 8878
681013 9407 523
693837 1048 768
698183 6457 6231
691880 8613 784
686730 3991 6352
695923 9120 4660
699198 5954 7211
681692 4785 6671
683538 4759 9502
687234 8632 7033
691734 4136 6495
694794 4876 3251
697331 4454 7672
682424 19 2460
695421 7040 4968
680452 7353 2131
692263 9958 8652
695004 1877 5178
693892 140 5378
691619 308 6822
684564 6000 8910
690200 8712 7089
688471 2322 7081
682726 1918 1072
699668 4149 6803
692562 1736 9545
682164 8174 7363
683559 8904 9528
689182 2791 319
683719 7791 4820
685807 4876 5149
687181 4360 606
691798 4585 5410
694073 9570 5094
682130 6861 971
698833 3039 519
686705 8585 9137
684605 5101 4759
699360 9295 9243
693801 739 2521
685949 1052 261
683120 4569 8519
699780 348 1641
682003 4561 4347
690471 1556 7646
681067 1315 5116
698195 9669 3002
690752 7408 3310
694655 5556 7275
688126 3122 1060
697010 6225 7525
691383 4403 3397
698667 1610 7359
683887 9581 6182
695417 9353 4524
680921 351 308
689607 2841 8045
687970 4589 9415
691759 9034 6644
685082 4582 588
681541 7752 6990
696312 2579 1639
698752 9120 1112
693006 4744 5235
697701 6405 9283
696048 3287 6193
696914 6396 7862
692124 6100 2148
685116 6110 4907
682970 132 106
696299 1594 8041
695189 5024 6232
690457 522 9209
684273 1585 2325
699543 8003 7719
696137 2305 1874
680890 7007 1086
694251 5907 5516
684931 7931 4852
691574 9201 1494
682037 4803 5898
688223 8583 1684
680153 6213 5584
690425 32 8080
685620 4738 3653
686465 9178 7902
693272 5233 6610
694775 2452 5890
692301 1379 3520
690424 8215 5372
684246 136 305
680949 3541 9957
686179 2821 6418
690648 5712 1297
683246 4572 3982
689250 6861 3213
684460 8991 2560
684712 7944 9192
682935 9871 3708
694158 9708 1440
688052 5910 2679
690447 2168 8896
691831 5535 8979
698023 5455 121
683473 8972 1355
698099 777 8957
699268 7919 3124
697605 1139 6326
694207 1628 8156
691719 1992 7565
680795 4563 2266
699472 1122 2355
682001 5184 4479
693097 8422 7526
698136 3909 9096
684964 44 3848
694098 8300 9797
696389 5637 9313
685864 7609 588
689234 7200 6410
692102 2384 6973
697885 8305 6085
698809 4363 5615
688091 6314 6335
684764 1026 3986
698557 3548 7508
686264 5361 2264
693179 4749 5133
684470 4512 4096
692323 6420 5544
682799 5706 3621
693542 4796 8961
690361 3497 8046
693487 2865 5207
698698 7265 3217
691868 7572 3144
695783 5543 1799
690099 8649 9055
690706 6975 8192
680015 1589 3318
689500 30 6947
686515 7658 9251
699719 7163 3930
695496 3048 440
688915 3095 5640
686775 7565 9986
687344 2180 1979
699459 1331 9610
685952 9456 1688
682021 979 2576
697504 2968 2315
680094 9134 2205
682829 3188 7623
689734 9693 6146
691297 1774 7888
695386 7057 6475
686144 6571 8877
685275 8754 9910
682647 7350 527
697672 206 8553
688759 9526 5811
689390 9009 3065
681074 8547 239
695033 4149 4806
689854 9838 694
685103 4938 8325
696643 8128 9939
687586 3619 381
697099 5722 3210
682267 5543 7639
696672 6501 7674
685365 8802 7745
696733 7253 2785
683745 1697 7767
681208 8781 104
697415 4712 1397
680496 2289 812
692833 3700 7950
680651 7346 5999
695369 7250 7559
682882 9741 6010
692342 7981 4795
681375 8290 1822
691531 6466 507
680038 6905 9036
691387 2768 2548
699884 8876 6030
681506 1341 7541
698589 2455 9301
692396 162 5467
691365 7482 9206
687963 7105 4668
685612 8073 7417
685425 27 5060
697861 3289 671
699441 7649 3961
690140 6225 5187
685517 8464 8461
697481 5162 6332
691661 9695 2077
698798 4887 8572
697378 4636 1945
689756 4022 6308
685772 7158 4631
687420 5278 1402
689217 9116 7175
685940 4303 5428
695608 604 3285
691952 9899 7010
697662 2682 8600
681667 4559 889
686314 9108 6149
681298 2851 7033
684065 2414 6136
691517 899 9998
696201 9778 4967
688181 8497 4629
698936 4657 3860
688411 623 2333
698157 2159 6668
693940 5776 6594
682498 1765 8087
680929 7449 1991
681746 4610 611
695488 9989 5415
681386 8883 7056
681471 1789 1608
696848 492 8952
686472 3988 5425
684166 2971 2083
691082 9423 9292
685914 5177 5979
696373 2865 151
680702 5512 7238
691931 2535 5814
690889 7731 7405
685693 1996 9460
681108 5982 4845
684321 3097 7981
696418 8564 9248
691137 5997 7757
693381 8925 8254
685582 6259 5088
681747 7656 8991
694340 28 151
691915 8630 5118
693073 5266 5761
697838 9195 690
696392 3315 1326
695973 7115 3333
683605 6990 1222
681215 6957 387
684499 4843 4347
681883 871 4791
681318 4226 6079
682544 7872 5372
692232 1316 1291
697244 3117 4211
690470 3369 4434
687812 6372 4005
692107 5946 2759
680599 5205 8050
693810 9402 686
680962 65 6596
684997 2954 6352
695570 190 6759
680981 3407 6702
699421 1809 3030
699714 2947 7731
687826 8527 7896
697192 1665 4848
693564 7271 190
681613 5278 9627
698840 179 711
691273 7062 8602
692227 8242 7676
698422 9057 2868
698035 7703 7854
699648 2336 1971
698555 7594 7519
693222 8666 8988
682744 4566 3215
694394 6517 2332
692291 9588 6943
683381 1136 2462
695337 3432 8566
693116 5005 7798
698070 6994 9860
686186 6605 4341
684872 7243 8093
686377 9015 8917
689883 1559 1042
695052 4759 7028
685834 3798 7521
685621 6094 6714
681379 9263 3753
683083 8021 9157
683500 2266 127
690047 5849 5807
683818 3670 438
690479 3363 7005
693197 6442 7096
686524 9043 6352
689410 477 7218
683891 7260 2420
683485 6186 8018
694997 7501 4662
695731 5962 4814
683540 2850 3234
686893 420 6405
689252 1161 7619
686858 4087 7185
683791 8721 1338
699393 1989 9722
693316 6469 1514
695525 4696 3760
691104 3145 7307
691113 3109 9318
689790 6952 6022
693430 6252 8995
691177 8785 2662
695467 1137 1032
696014 9936 5256
687174 8092 8176
699841 9677 9753
698974 8461 9007
691132 2310 5737
682909 4943 2185
698219 4027 6614
696451 5092 7932
694155 9658 2839
694179 2019 4103
695513 6438 9584
685033 8972 9516
685056 2690 3871
680181 9866 1686
683514 6983 7731
681145 9583 7736
694895 1564 1089
696487 6144 4330
682234 2137 9364
698242 7152 8928
687410 9299 5116
685281 9244 3197
684264 7643 5405
689010 3501 2557
680327 732 8684
692755 9889 5993
697238 7210 1815
696267 4226 38
685062 2699 8573
688765 1109 4320
690172 411 930
688612 3071 6282
681983 8160 6629
690928 8918 651
688502 6479 6811
687308 5920 5071
682022 7849 9623
693025 8411 2010
686805 5777 9085
683094 2111 2159
686970 6062 9686
698784 2470 1930
687125 1601 6747
691205 8904 3025
692237 2643 5718
698766 7147 5523
694546 7959 7830
694399 8604 547
685266 3065 7787
691214 8626 156
682327 4151 3308
696232 4492 5371
691919 8980 4436
683253 393 2182
680752 9047 5686
682592 3096 7738
695058 6852 1052
698009 4910 9954
683332 3250 8148
685721 5896 4707
691281 6723 5376
684183 1257 3040
688619 9971 1455
683175 7348 6926
693348 7808 4547
687287 3268 142
682806 8863 7417
682776 9082 6994
684266 5616 3992
689947 1451 6195
682258 8376 8162
688530 2316 6414
686526 6842 1132
688975 5974 6559
684275 3099 3618
695102 9610 6507
691985 4513 2051
686466 9527 5124
698330 8071 8843
685756 2705 2546
695523 7867 9666
696783 790 3945
694262 7733 6791
682871 5505 1179
680035 4438 5878
690379 7039 8105
692421 8418 1468
689334 8322 5005
689850 5886 6913
686844 452 2824
699540 8653 5388
681205 6172 6783
684426 8773 3581
682385 4184 9874
696158 8811 6698
688980 712 7241
695462 7298 9138
684818 4339 4487
682939 3088 5335
696183 5798 9025
693204 1839 7558
684323 4283 7391
699352 8314 3759
691230 8235 7202
691912 6013 7960
681176 8327 645
681326 8781 5200
684952 965 2747
689323 4873 3409
680101 7965 7450
698171 8972 4894
691932 3433 5753
696850 7151 794
680082 1686 9167
685823 9425 2558
680748 1758 9350
686546 6886 6492
682276 168 9350
687679 7850 8328
689035 7420 1763
697072 9016 9316
689762 2987 2545
694203 91 8236
684569 8115 6547
683940 8476 8734
693958 8029 3587
685625 966 6979
686024 5781 3365
683220 3843 4795
692037 213 9570
698425 8285 4273
692961 352 2351
684956 5335 6968
684538 4107 9875
690496 6663 5285
685796 990 1580
683450 4338 7064
686252 8319 4832
688558 6593 912
691283 5961 7220
692707 2693 4873
690386 4507 6780
686048 6767 4653
696058 5735 9427
687834 8829 576
699140 1974 7843
699022 2056 4420
684116 3543 8711
692315 5529 1995
699586 1788 7837
688565 965 8381
684398 9510 3347
692972 1757 17
699437 1219 7625
699963 9935 4839
680144 4307 3598
691291 2810 6302
695059 2943 1692
690983 4106 7906
683344 8714 3065
698609 4271 5796
691302 2356 9449
688581 5958 1286
691293 2901 4317
685844 3633 4866
680016 1257 3562
695293 1050 3375
699921 9396 4587
687992 4761 5421
683927 1430 1804
686702 4909 7109
680063 8591 3866
695297 1413 8245
684761 3190 9599
683780 5021 5045
685935 3371 2910
680093 8203 1034
681310 487 2663
686405 1867 9758
692780 6685 2355
682438 4366 5917
698174 2420 2592
690660 5516 4980
683861 6938 3907
688592 2590 9945
698218 9078 4928
685652 432 4982
699164 9400 7807
681637 770 360
690100 9483 9270
694685 3913 1740
699854 4334 2018
697285 2634 2687
683879 1006 5716
688449 1728 5888
692883 4190 4741
685290 3665 4989
683664 5980 1375
689276 2381 1917
694166 9497 3262
699569 3075 9772
695938 255 8312
689335 2059 2560
691984 7040 8006
696006 7203 2927
687306 6862 8781
696434 9031 2248
688700 9627 8228
682029 8274 9669
697788 252 2345
693460 5339 7121
687320 8184 9004
694622 2035 8098
688343 1711 2672
689156 8838 5758
690845 964 5134
693074 5001 3418
691048 7003 8597
680499 2537 6425
681580 1744 279
684841 2448 8
688633 5984 520
683109 1345 7922
680833 83 4052
696878 6370 7831
692766 6691 1640
686677 1428 6365
687677 9752 5432
698759 4557 9418
692492 7342 9146
696623 6676 2651
680438 67 4147
690765 7566 941
694927 8546 9819
699531 6168 2947
689152 835 4658
689814 8744 6908
685178 5491 3231
689648 5241 3252
683274 2610 3426
692360 4495 5988
683949 7664 8819
682476 2696 2297
687102 5247 3302
689551 7221 8708
698612 1526 9494
685465 4943 7169
695401 7829 7898
685931 7595 427
696376 6929 2972
693919 3351 4411
690721 7583 7427
691190 3590 6860
680069 5061 7609
685394 9450 7620
688422 6387 7068
690533 9240 7828
681783 1903 4527
682546 3003 2757
694983 2745 8507
688029 8304 6659
699279 6221 6746
699420 8118 4888
691635 6919 7177
688751 7274 1899
695442 2702 9722
696297 5502 5520
692426 8924 8325
682660 2571 1651
697545 271 157
693493 9481 4754
683996 6055 3900
693257 6738 7896
687588 4686 457
681945 6934 8100
698988 8723 2900
698272 1047 7360
680395 1398 2721
681169 9802 8609
694188 6148 6735
687020 5649 6556
684369 689 8302
696273 3395 6453
690649 7198 2395
693729 1415 4663
698876 7634 9655
685699 1800 8695
681138 8017 5826
690924 430 4270
686378 9740 854
693807 8939 2686
691445 7399 8478
689938 8972 7376
684075 3985 1314
680471 2687 4393
684238 8875 6715
692078 5448 1478
697287 4555 7326
691557 8712 7966
681510 9501 6693
681717 5077 5904
681940 5829 9053
691372 7971 4274
686288 7178 9295
691920 5364 5933
697191 1599 8736
685417 5081 7007
689083 5100 5171
696795 859 6158
688191 7937 7916
699986 7878 8933
698258 6267 5302
697404 9953 6430
687861 6382 5335
680195 670 963
692579 4689 7650
689834 5146 7781
680354 566 535
687627 5916 6078
687036 3635 7790
697213 4506 7909
690237 3832 2150
690438 3884 5948
693757 860 2763
699945 5977 4100
683402 5062 5324
690353 8233 8148
693591 6245 3127
684688 5409 2411
681549 4009 749
691124 687 5264
696883 8052 2546
691709 945 9893
686002 3829 1520
681187 2205 4752
690816 9058 338
684506 3656 3016
692145 6820 3652
685732 160 5046
682880 8602 3217
686913 453 3900
683669 8511 4292
693492 5872 9592
684360 721 9412
685182 3848 1241
684900 6361 6337
683250 4234 4352
690562 2393 4569
690078 6920 5702
690984 1623 6571
688695 3007 9911
696463 56 4385
689401 67 1293
691278 8823 1261
698787 5285 2274
698034 9993 5591
697119 2506 9310
695478 7266 110
682166 6069 5523
680811 2006 7880
685255 8868 7845
693330 8866 4832
687789 6681 188
698165 2319 7891
697357 9811 2777
685499 8567 3263
691373 3431 7952
681533 8253 8126
697508 5310 1261
688434 4122 2463
696751 7981 5840
698085 8365 4199
681427 4374 5984
695746 798 7136
687427 8136 6404
683227 7524 3847
682114 6556 4047
695894 5621 7634
694536 421 8891
697017 1179 950
695345 5854 8007
681735 3286 628
682236 3008 7308
680944 1727 9292
699669 2724 1488
691628 6372 9088
683777 9312 8150
683506 3414 7306
691316 7107 3754
681847 518 4297
699395 163 1143
689372 1519 5586
683603 6318 4207
683910 9696 9780
692720 6492 7143
694309 4775 2787
680285 7127 2688
698020 1356 4668
694107 2515 972
681085 5559 5355
681478 3257 1408
681118 8123 9450
680418 939 3779
683231 4569 3175
681242 5522 9240
690401 4062 4322
680754 5834 4891
680637 8477 1846
697815 8513 6294
689736 8430 9206
699888 4902 4718
681656 1416 5233
682580 8059 7037
697700 9303 2680
680013 4807 7029
698419 6448 7558
684054 3034 6326
698421 5857 3587
684156 6928 1358
688681 18 8003
697997 6043 9316
698216 9385 8495
694612 8070 4878
688797 5397 9827
680670 1919 6105
682464 8035 9522
690891 9738 7162
686809 9524 6994
684438 8822 6134
683956 8378 804
688113 8168 8678
694076 48 9107
696531 4474 5908
690895 5105 3113
691013 9833 4391
688834 991 3461
692123 7620 2642
698378 7520 6337
698824 3126 1938
691700 1458 6913
696686 6572 5268
692855 9741 2958
684491 4352 7385
698318 4508 3837
689723 2116 1396
684957 3634 3057
693752 7944 205
694481 2403 5576
681894 9591 2926
690144 6098 2311
684145 6919 570
690697 4523 7692
694277 2619 3761
684350 8566 7245
695435 3353 1036
684640 6063 3258
698850 2814 7455
685554 3100 9683
696535 5861 1790
682196 3298 274
690866 5434 3307
681952 1939 7998
680234 4487 3375
699568 4408 5824
690958 796 1864
680937 4410 3026
694128 1353 9644
693356 3190 8599
697387 1891 3857
697089 4184 1958
680700 1003 1784
695045 4121 9001
683190 7499 8159
690970 3663 4465
681739 5827 6216
686949 5976 2592
691497 2667 9026
698303 4790 5145
689037 6123 1654
686806 9354 2033
697171 492 2364
690238 4723 2835
693456 9223 499
692663 7432 8509
683993 2759 738
695231 7612 3108
692875 9237 3489
684167 5066 7433
683079 317 3124
691169 4892 68
681264 6463 1127
699545 4585 9436
682152 6673 1511
684439 9600 4531
692858 6143 1008
684991 2106 4146
697710 9539 8697
688415 2001 9970
681061 1584 5725
684750 5345 8943
693671 7790 2796
691922 1947 5217
683170 9567 6712
692995 4229 9830
694115 732 1136
683870 7750 7521
688207 9372 9741
698790 9316 6579
691402 482 8181
683278 1762 2826
687417 3259 9726
693973 7768 9607
689459 9461 5719
690907 3178 9540
690389 2951 8667
697159 5994 3030
681646 79 177
698654 5999 6399
687759 7417 1198
693554 3877 8444
688881 1836 1685
685925 6513 6692
685293 9928 8192
683271 8644 5656
680506 2560 6522
698281 3867 8375
698647 7706 1761
681382 6483 6338
685234 6927 3605
681900 4919 948
690308 3289 6016
692149 4378 3509
690509 1164 8823
680475 9993 2638
696949 6867 2398
690033 2831 3025
689714 132 2350
691380 3225 3146
682401 115 9473
685010 3601 2636
688501 4768 5375
689970 8073 2083
694125 459 7516
689432 9305 336
680785 9592 204
686469 2632 7859
697667 7082 6439
691667 4616 9850
695456 5161 2364
682622 6096 5915
681596 939 3338
696764 5940 5178
680371 1255 2645
693942 7778 1846
685945 1386 1128
684480 9225 2550
691311 2121 4116
685690 1487 2470
690903 7484 9027
686436 8721 9980
685192 4712 4752
692361 1100 9132
695070 6433 5729
695109 9077 9744
693948 6932 296
685884 7202 969
686240 9116 904
685985 8854 7770
689693 8158 2903
682325 6664 7862
698133 1712 9304
691699 4028 7905
696984 8035 9831
690300 8624 4844
686927 2181 9431
690321 9575 6132
680579 4864 6006
693978 3145 9527
692003 3854 5280
697528 2634 8248
691787 3209 7163
680650 8457 5396
682836 5133 3643
687252 2099 5040
691687 5821 364
695281 1829 2473
681240 8438 6343
687747 4479 6248
683258 2374 9028
698636 2902 3193
689802 4599 5926
683702 132 9886
698810 2346 405
682605 328 7861
691213 3530 235
693093 6257 1815
687285 2801 7069
699376 1467 5476
687817 6171 5483
694845 6045 3907
682905 8801 9768
692135 317 2641
685608 1287 6429
686431 8542 5946
699138 9567 7714
697650 4820 613
682896 7494 2948
692218 6046 8650
686239 6421 1713
695501 3376 3938
684986 8123 526
694849 1351 2238
685878 8768 1023
681845 641 1044
692686 8137 853
696637 9701 5072
692758 569 5530
684650 3555 829
695301 8608 1806
683005 2765 6930
699837 972 248
680733 4063 281
680045 8330 7758
688232 5072 7032
687112 1929 6060
686522 4264 7435
686304 9472 937
689727 4212 3714
680519 1945 1606
691206 1270 9644
692080 9592 9587
681323 5969 7935
693125 5645 2230
698688 327 2770
686308 1254 3019
693282 6450 5204
692734 8858 7454
689952 8160 6794
698755 5087 288
688313 710 6336
690378 1771 9232
686740 3610 1364
695829 8021 8940
693454 902 3164
680783 9089 3191
682158 7045 6816
685141 5438 5094
692776 6716 9747
698761 5977 4637
692623 5332 3334
683350 8400 5609
689773 3107 1551
685312 6894 803
687442 860 8323
685611 1071 7749
698699 6239 4240
691564 5441 233
699784 4031 3616
686191 4453 7953
680265 9299 5430
688889 3136 7216
691558 2538 7222
698032 2166 6044
683828 6103 1522
689575 7319 3971
697376 914 7552
698651 3316 9382
692522 1498 1716
696592 6937 5442
691024 9943 6677
694225 8171 1060
680151 4529 1596
686609 7454 8402
695640 3268 279
691201 9196 1463
690177 4061 4833
692395 8618 1792
691503 4393 473
694271 7943 6940
684074 3555 1604
685371 7881 2996
689105 1123 6326
688168 4874 781
686187 6237 9263
685397 681 276
680270 1524 8264
683125 6303 8563
692415 4815 7152
695506 1213 2066
694051 3602 4103
684068 830 9087
691292 1908 9016
681150 9544 6692
684024 4924 4934
696401 3665 4554
695068 3423 7110
689317 9089 6333
697590 7189 6757
686602 9091 2235
692582 448 2459
691890 3173 7603
696442 3007 8581
698227 8340 6243
695384 1786 7884
681354 6603 384
699612 6711 6278
687924 7175 7070
680385 1914 8717
688585 8292 491
688261 1989 4495
691935 1235 1368
687982 3045 272
682197 7484 4839
699219 7495 7454
688103 1514 1351
688003 2561 8662
685677 1769 1336
692865 65 5484
699848 9623 802
690460 5820 9112
684118 3245 6578
694353 9628 6546
692544 2003 21
694912 2556 2612
684594 3985 4020
687232 4192 8576
681849 6481 8914
695628 6841 8477
695314 7541 1918
682342 8453 3949
680075 6205 5434
696654 7863 9711
680210 3238 996
693827 6374 2353
683836 9283 1912
686594 3352 8017
685463 2156 6240
684709 953 6314
694247 9792 2272
680493 6162 3510
689146 6037 4658
685641 6154 4516
680876 776 9593
698723 3596 6047
693970 2309 2520
681585 7582 9061
682413 5361 3358
698649 7754 6919
694082 5882 5148
692142 8472 872
697513 6510 4307
699236 6640 2584
689435 1512 3589
697205 7420 9639
687825 3357 3399
697493 8240 4359
684643 3749 1180
683512 7324 2102
695754 4746 7162
690056 1444 4837
681742 3842 4726
696352 5942 4929
682837 3734 3225
682949 4289 596
692771 1924 7818
699466 4728 4403
683131 4120 2170
696924 9355 1948
698449 685 3142
688489 720 4099
695698 2856 9754
685913 5144 4751
697538 2044 8009
685720 6409 565
681683 6611 1729
692004 1957 3844
685958 2800 4497
698375 7031 156
690407 8272 8048
680340 572 5477
694167 2819 595
695135 8822 2369
698324 5007 8995
691189 5147 4742
698878 3587 7058
687078 8968 9034
694435 8557 2907
686894 8428 8128
695034 7548 1529
688526 8766 7611
699356 3602 4454
698871 6050 1041
691031 4526 5241
690828 2959 2388
680664 1103 2619
685815 1853 7360
697874 3614 4121
690008 260 9036
690599 9357 4023
682516 9095 3142
696693 5426 5948
682060 8323 1747
689329 9126 396
693393 87 6433
682507 5531 3773
693111 2447 8688
687005 1175 6033
696837 4486 2920
690356 4789 5142
697143 5201 7116
680892 4018 16
681090 8077 7529
693806 883 3688
687031 6746 8341
689108 5071 1279
688352 4834 1846
684796 9231 1605
690247 8986 3039
698788 8496 8399
697109 7433 4033
696383 6221 7456
683850 955 8167
687043 8951 3920
688955 7541 8609
687322 624 4112
688258 5528 2877
681309 6455 6111
686182 6696 1115
693999 5047 9802
687151 8240 394
689041 1210 3723
699692 6185 6563
682571 6929 3987
696351 5227 4198
683649 5602 9834
683507 4826 5386
698386 4256 8620
697912 8646 4455
687412 2395 1249
683027 9917 9525
699940 4189 8349
691470 3974 6742
696886 2702 3413
688473 2094 5103
699599 7104 7534
689524 5591 7245
685506 2485 2998
691715 896 8115
685426 9615 3021
682633 8532 4823
687499 7724 1002
685522 4417 3875
686718 139 8456
699439 3627 7181
692445 5235 4711
697523 1378 8361
681003 5589 3363
694241 4516 3546
692484 8470 1695
680677 9025 6495
681561 9478 7003
692280 2503 2173
698852 5395 6379
686480 5583 1026
685215 858 8869
685029 4858 592
699946 8917 3484
682176 9138 4880
695846 7515 7001
691144 4594 1679
693012 7361 283
686685 4925 1325
682034 5346 4060
699004 390 1157
699400 2483 8752
692748 9654 8388
690323 8211 237
682156 3277 3046
686447 4879 8783
692483 8420 652
691015 7130 1544
693985 3111 131
697811 1912 7727
697247 5502 5777
685475 3129 994
687103 3396 1011
692679 2115 6682
693080 1085 2169
699382 3166 451
680546 964 2239
695601 6404 9325
699408 4625 9655
687264 4574 186
697689 2297 1337
684787 6301 6318
690708 4691 4128
684209 5823 7084
689552 2285 6731
691328 1038 2611
699594 3005 7132
699345 8377 6860
681348 4445 6031
689210 4607 3891
698628 4402 4199
693897 4322 8013
691778 6369 6894
695387 4249 258
688750 9859 1570
692739 1134 2677
682984 4320 4347
687822 7532 6853
682787 9718 4409
690373 8376 828
688925 4178 9825
695162 1413 5484
699713 7501 6365
696911 7519 7294
683395 4080 9419
682678 5364 3612
685003 4149 1743
692203 386 3354
686462 5862 6641
690561 8946 2026
690351 2053 3608
689653 768 5960
694663 7463 1243
698062 7251 6511
695416 5787 1244
697704 8653 7503
692684 8561 8678
682941 6011 8259
691941 7645 8470
685744 2012 3098
691796 5981 6067
684836 1055 6510
690744 9622 7171
685358 5326 5623
695549 3924 8682
687590 850 707
